분야,분야 내 카테고리,서브 카테고리,순위,책이름,저자,줄거리,이미지
예술/대중문화,TV/대중문화,문화비평,13,영화와 텔레비전 분석 교과서,로타르 미코스,『영화와 텔레비전 분석 교과서』는 영화와 방송 콘텐츠의 미학적 요소부터 사회적 맥락까지 분석함으로써 관객과 시청자의 이해를 돕는다. 이론과 실무 능력을 겸비한 저자가 실제 분석 사례를 곁들여 쉽게 설명했다. 현재 독일에서 관련 분야 교재로 가장 많이 사용되는 책이다.,https://bookthumb-phinf.pstatic.net/cover/095/682/09568288.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,14,"빚 권하는 사회, 빚 못 갚을 권리",제윤경,"『빚 권하는 사회, 빚 못 갚을 권리』는 우리 사회에서 개개인이 짊어지고 있는 채무자들의 문제를 철저히 그들의 입장에서 함께 풀어가고자 한다. 채무자 한 사람 한 사람이 빚으로부터 생환할 수 있는 방법을 찾기 위해 한국 사회의 금융이 품고 있는 여러 구조적 문제를 파헤친다.",https://bookthumb-phinf.pstatic.net/cover/094/726/09472615.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,15,나의 대중문화 표류기,김봉석,"『나의 대중문화 표류기』는 장마철 비닐장판처럼 습하고 우중충했던 성장기에, 대중문화가 어떻게 자양분이 되고 그를 감쌌는지를 차분하게 읊은 자기고백서다. 한 때 '씨네21'과 '한겨레신문' 기자로 일하며 '숏 컷'이란 칼럼으로 ‘김봉석 마니아’를 양산하기도 했던 그는, 책을 통해 중구난방이랄 만큼 다양한 대중문화들의 섭렵한 과거와 작품들을 소개한다. 눈에 띄는 점은 그의 대중문화 소비방식이 지적 허영과는 거리가 멀다는 점이다. 책을 통해 그는 무차별적일 만큼 광범위하게 빨아들인 대중문화가 그를 키운 대지였고, 어머니였다고 고백한다.",https://bookthumb-phinf.pstatic.net/cover/089/207/08920761.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,16,왜 사회에는 이견이 필요한가,캐스 선스타인,"이 책은 국내에서 《넛지》로 잘 알려진 선스타인이 기업과 조직에서 이견이 얼마나 중요한지에 대해 말한다. 가장 건강한 기업은 가장 논쟁적인 이사회를 가진 기업이며, 가장 실적이 좋은 투자클럽은 이견과 갈등을 허용하는 클럽이라는 것이다.",https://bookthumb-phinf.pstatic.net/cover/083/649/08364964.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,17,인터넷 빨간책,백욱인,"1세대 디지털 사회학자 백욱인, ‘똥바다’같은 인터넷 세상을 조롱하다!인터넷이 상용화 된지 20년, 인터넷 이용자 4000만 시대로 3300만 명이 스마트폰 이용자들은 하루에도 수십 번씩 인터넷에 접속해 정보를 공유한다. 그러나 인터넷은 몸과 기억, 기술과 경제, 자본과 노동 등을 바꿔 놓았으며 모든 걸 비판 없이 받아 들이는 ‘가축’들로 가득한 세계로 전락시켰다. 『인터넷 빨간책』은 이처럼 ‘똥바다’가 되어버린 인터넷 세상의 악의 고리를 모두 까발리고 한국 인터넷 문화와 현실을 신랄하게 분석하고 비판한다.사이버스페이스와 디지털 문화를 국내에 처음 소개하고 연구 주제로 삼았던 1세대 디지털 사회학자 백욱인. 이 책에는 그가 디지털 문화를 읽는 날카로운 풍자와 패러디로 가득하다. 인터넷 사찰, 플랫폼 기업, ..",https://bookthumb-phinf.pstatic.net/cover/086/456/08645682.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,18,트라우마로 읽는 21세기 한국 영화,서정남,"『21세기 한국영화』는 21세기에 나온 한국 영화 중 문제작 22편을 엄선해 등장인물이 겪는 트라우마를 중심으로 영화를 풀어본다. 영화에 나오는 인물들은 우리 현대사를 온몸으로 살아낸 사람들이다. 순수한 공장 노동자였던 영호가 몰락의 길을 겪는 과정을 그린 《박하사탕》을 시작으로 성폭력 사건을 다룬 《소원》, 《한공주》 등을 책에 담았다.",https://bookthumb-phinf.pstatic.net/cover/087/519/08751904.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,19,나는 라말라를 보았다,무리드 바르구티,"테러와 점령, 분쟁과 혼란에 가려진 팔레스타인 사람들의 삶을 만나다우리가 보지 못했던 팔레스타인의 모든 것『나는 라말라를 보았다』. 이 책은 라말라에서 태어난 저자 무리드 바르구티가 오랜 시간 해외에서 떠돌다 1996년이 되어서야 돌아갈 수 있었던 망명자의 매우 시적인 기록이다. 저자는 수십 년 만에 단 며칠 동안 고향에 방문한 바르구티가 느꼈던 것들과 돌아본 것들을 담고 있다. 이스라엘에 빼앗겨 버린 그 도시에서 그가 맛본 절망과 희망, 슬픔과 기쁨은 팔레스타인들의 비애와 고통을 느끼게 한다.라말라에서 태어나 청소년기를 보낸 저자는 이집트 카이로에서 유학을 하던 중 1976년 전쟁을 맞는다. 집으로 돌아갈 수 없었던 저자는 카이로에서 대학을 나와 이집트 여성을 아내로 맞고 정착한다. 1980년 안와르 사다..",https://bookthumb-phinf.pstatic.net/cover/080/644/08064437.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,20,한국 만화비평의 쟁점,김성훈,"만화비평의 정당한 자리매김을 위해 한국 만화비평의 역사를 되짚어 본 책이다. 장르를 막론하고 비평작업이 이루어지지 않는다면 해당 장르의 미래는 불투명할 수밖에 없다는 사실을 알기에, 한국 만화의 발전 또한 비평이 함께 할 때 가능하다는 것을 역설한다.",https://bookthumb-phinf.pstatic.net/cover/079/860/07986037.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,21,터,민홍규,"『터: 우리가 몰랐던 신비한 땅이야기』는 3년을 옥중에서 지내면서 4대 국새를 만든 세불 민홍규가 터에 얽힌 이야기를 들려주고 있다. 그가 하는 이야기는 범부로서 이 터를 만나고, 터가 가진 기운을 일깨워 하나하나 모양새를 찾아가던 여정이다. 저자는 국새전각전에서 만든 대한민국 4대 국새가 폐기되고 혈처를 다스리는 거울바위 석경(石鏡), 거북바위 귀감석(龜鑑石), 솥바위 복석정(福石鼎) 중 세 번째 바위가 잘못 놓여진 이후부터 터의 울음이 계속 되고 있다고 말한다.",https://bookthumb-phinf.pstatic.net/cover/079/810/07981078.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,22,한국 자본주의 모델,이병천,"무책임자본주의를 넘어 사람이 먼저인 세상을 위해『한국 자본주의 모델』은 저자 이병천 교수가 8.15 광복 이후 박근혜 정부에 이르는 70년 동안의 대한민국의 경제, 자본주의 모델을 분석한 책이다. 저자는 한국 모델을 평가하는 두 가지 기준을 제시한다. 나라 안으로는 국가와 재벌의 동맹, 밖으로는 세계 자본주의 체제에 편입되는 방식의 두 축이 시대에 따라 어떻게 변화해 왔는지를 중심으로 본다. 저자는 국가와 재벌 동맹이 지배하는 무책임 자본주의를 넘어 성장과 분배, 혁신 경제와 사회 통합이 선순환하는 한국형 책임자본주의와 민주적 조정 시장 모델을 수립해야 한다고 말한다.",https://bookthumb-phinf.pstatic.net/cover/078/524/07852461.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,23,"스토리텔링의 이론, 영화와 디지털을 만나다",마리 로어 라이언,"『스토리텔링의 이론 영화와 디지털을 만나다』는 서사학의 관점에서 내러티브의 범매체적 성격을 자세하고 구체적으로 해명하는 시도이며, 내러티브를 지원하는 물질적 지원체계인 매체(미디어)의 고유한 특성에 따라 스토리텔링이 실현되는 다양한 양상을 분석하고 있다. 더욱이 문자 텍스트의 대표적 장르인 문학의 서사성이 도전받고 있는 시점에서, 스토리텔링의 화자와 청중 사이에 이루어지는 구술언어의 역동성과 제스처의 서사적 특성들을 분석한다거나 대중매체의 총아인 영화와 텔레비전, 그리고 컴퓨터게임과 가상환경을 기반으로 한 쌍방향적 서사성을 다룬다는 점에서, 서사이론의 최근 흐름과 연구 경향도 시사해준다. 이러한 연구는 결국 오늘날 급변하는 다매체 환경에 처한 독자들에게 내러티브를 좀 더 심도 있게 이해하도록 안내할 것이다.",https://bookthumb-phinf.pstatic.net/cover/077/998/07799831.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,24,현대 중국의 새로운 이미지 언어,김영미,현대중국은 새로운 소통수단이 난무하는 시기에 포스트 사회주의를 열게 됐다. 마오 毛澤東 MAO ZEDONG사후 벌어진 일련의 중국정부가 취했던 친자본주의적 경향은 사회주의 중국을 빠른 시기 안에 큰 격동 속에 있도록 만들었다. 이러한 격동의 삶속에서 부딪히며 그려내는 모든 순간적인 것들과 그들이 접할 수 있는 매체와의 만남. 그리고 즉시적으로 표출하거나 표출과 동시에 고민하는 지점. 그것으로서 선택된 발화지점이다. 저자는 이러한 지점을 통해 포스트 사회주의를 살아가고 있는 중국의 보통 사람들이 읽어내는 지점을 찾고자 한다.,https://bookthumb-phinf.pstatic.net/cover/074/601/07460159.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,25,비평의 이미지,강수미,『비평의 이미지』는 비평가 강수미가 사유·쓰기·언어에 대해 이야기한 책이다. 문학비평이 아니라 시각예술을 바탕으로 하여 언어와 이미지와 비평가의 세 축을 횡단하면서 좀 더 근원적인 텍스트 비평의 존재 양상을 묘파해나간다.,https://bookthumb-phinf.pstatic.net/cover/073/477/07347730.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,26,"재벌, 한국을 지배하는 초국적 자본",박형준,"'권력자본론'이라는 새로운 관점에 서서 한국 재벌 기업과 자본주의의 발전과정을 추적한다. 1997년 금융위기와 위기 이후 한국 자본주의의 대전환, 재벌의 팽창, 경제민주화 같은 이슈가 분석대상이며 자본을 권력의 한 형태로 간주한 관점이 돋보인다. 지배계급이 사회적 과정 전체를 구성해내고, 이를 통과하는 제도적 복합체가 곧 자본이라고 보고 있으며, 한국 사회의 정치경제적 변화를 자본주의 권력 양식의 진화라는 맥락을 짚어낸다. 책은 재벌공화국에서 경제민주화를 실현해가는 여정에 과학적인 논거와 실천적 통찰을 제시한다.",https://bookthumb-phinf.pstatic.net/cover/073/022/07302271.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,27,대중문화의 겉과 속,강준만,"『대중문화의 겉과 속』 은 저자 강준만의 날카로운 안목으로 최신 대중문화 현상의 전반적인 작동 방식을 분석한다. 케이팝부터 웹툰까지 대중문화에 관한 모든 것을 담았다. 대중문화는 문화적인 병균인가, 왜 텔레비전 시청자의 평균 연령을 13세에 맞추는지 등을 살펴본다.",https://bookthumb-phinf.pstatic.net/cover/072/478/07247841.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,28,"인문학, 기호학을 말하다",송효섭,"세상을 ‘기호’로 읽어내다!송효섭 교수의 삶을 바꾸는 강의『인문학 기호학을 말하다』. 한국기호학회 회장을 역임한 후 세계기호학회 집행위원으로 활동 중인 저자가, 일반인에게 다소 생소할 수 있는 기호학의 개념과 용어들, 그리고 대표적인 기호학자들의 이론을 문학작품과 그림, 광고, 영화 등의 실례를 통해 매우 쉽고 친절하게 설명한 책이다. 또한 기호학이 인문학적 소통, 인간 사이 소통의 가장 효과적인 방법임을 강조하고 있다.이 책은 기호학에 접근하는 데 따르는 어려움을 줄이고 전체적 윤곽과 흐름을 쉽게 이해할 수 있도록 도왔다. 특히 기호학에 사용하는 용어도 예를 들어가면서 알기 쉽게 설명한다. 대립, 통합 확장으로 이루어지는 구성을 통해 오늘날 기호학에서 일어나는 역동적이고 생생한 움직임을 고스란히 반영하고 ..",https://bookthumb-phinf.pstatic.net/cover/071/529/07152962.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,29,우리는 왜?,신기주,"우리는 왜 우리에게 왜라고 묻지 않는가?신기주 사회비평 칼럼집『우리는 왜』. 《에스콰이어》에서 기자로 활동 중인 저널리스트 신기주가 정치, 경제, 경영, 대중문화, 인문, 사회 등 다양한 분야를 통해 한국 사회의 단면을 진단하고, 우리가 모르고 있거나 모르고 싶었던 불편한 진실을 파헤쳤다. 저자는 우리는 우리가 겪는 고통의 공모자이며, 가해자이자 피해자라고 이야기하며, 지금 우리에게 반드시 되물어야 할 33가지 질문과 해답을 제시한다.저자는 ‘우리는 왜?’라고 끊임없이 질문하며, 우리의 행동과 욕망을 파헤치며 문제의 근원을 탐색한다. 우리는 왜 안철수를 기다리고, 강남스타일에 열광하는지를, 왜 강남좌파를 미워하고, 왜 자본주의를 사랑하는지, 우리는 왜 99퍼센트가 아니고, 왜 구조조정에 처하는지 등에 대해 ..",https://bookthumb-phinf.pstatic.net/cover/071/044/07104485.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,30,쟁점을 파하다,법륜,"‘국민 멘토’ 법률 스님, 대한민국의 새로운 미래를 그리다!새로운 대한민국을 위한 미래 구상『쟁점을 파하다』.《스님의 주례사》,《엄마 수업》등의 베스트셀러 작가이자 천 번이 넘는 즉문즉설 강연회로 남녀노소 일상사의 답답함을 시원하게 풀어준 법륜 스님이 이번에는 우리 사회의 뜨거운 쟁점들에 대한 명쾌한 해법을 제시하였다. 저자는 이슈가 되고 있는 사회적 쟁점들, 서로 싸우고 풀지 못하는 문제들, 서로 상처받고 손해를 보면서도 풀지 못하는 현안들에 대해 논의한다.강정마을, 4대강, 원자력발전소, 비정규직, 학교폭력, 다문화가정 문제에서부터 경제민주화, 개헌, 지방분권, 남북통일, 동아시아 공동체까지 우리 사회의 쟁점들을 분석하고, 특히 동북아시대를 주도할 통일한국의 모습을 비전으로 현 단계에서 남한 내의 국민통..",https://bookthumb-phinf.pstatic.net/cover/070/596/07059605.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,31,왜 세계는 불평등한가,척 콜린스,"불평등사회에 무관심하지 말고 기꺼이 분노하라!탐욕스러운 1%가 99%의 삶을 파괴한다『왜 세계는 불평등한가』. 미국의 불평등과 경제위기 전문가이자 정책연구소(IPS)의 수석연구원으로 불평등과 공공의 선에 관한 IPS 프로그램을 운영하고 있는 저자 척 콜린스가 미국과 세계의 불평등 상태를 생생하게 묘사하고, 더 나아가 그와 같은 불평등을 해소하는 방법을 제시하였다.1%와 99%는 누구이며, 1%의 사람들과 월스트리트는 어떻게 권력을 휘두르는지에 대한 의문에 답하고, 그와 같은 불평등이 어떻게 발생했고 왜 중요한 의미를 지니고 있는지를 꼼꼼히 분석하여 알려준다. 또한 모두를 위한 경제를 구축하자는 다양한 운동들을 조명하고, 새롭고 건전하며 지속 가능한 경제로 나아가는 정책 아이디어와 비전을 보여준다.",https://bookthumb-phinf.pstatic.net/cover/070/522/07052243.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,32,왜 우리는 혼자가 되었나,"이정국, 임지선, 이경미","한국 사회에서 벌어지는 여러 가지 현상들을 분석하다!시스템이 붕괴된 한국 사회의 아찔함을 읽다『왜 우리는 혼자가 되었나』. 이 책은 한국 사람들이 매일 겪고 있는 가슴 저린 현실들을 고스란히 담아낸 책이다. 《한겨레》의 이정국, 임지선, 이경미 기자는 ‘감정 노동, 정화 노동, 직장인 임산부 차별, 직장 왕따’ 등 노동 현장의 문제들은 물론 ‘자살, 언론 보도 피해, 노인 고독사’등의 사회문제, ‘각방 부부, 아동 유기’등의 안타까운 사연들을 심도 있게 취재하고 그 내용을 픽션, 편지, 대담 등 다양한 형태로 풀어냈다. 괴로워도 웃어야 하는 감정 노동자들, 아이를 가졌다는 이유로 퇴사를 강요받는 임산부들, 텔레비전을 유일한 벗 삼아 외롭게 죽음을 맞는 노인들 등 각 사례를 통해 한국 사회의 문제를 낱낱이 파..",https://bookthumb-phinf.pstatic.net/cover/069/791/06979186.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,33,매거진 컬처,프로파간다 편집부,"한 사회의 문화를 자신만의 시각으로 보여주는, 잡지 문화의 모든 것!현 잡지계의 면밀한 보고서이자 가장 실제적인 지침서『매거진 컬처』. 이 책은 시사잡지, 영화잡지, 패션잡지, 스포츠잡지, 예술잡지 등을 망라하여 주목해야 할 잡지에서 독립잡지에 이르기까지 한국 잡지 문화의 모든 것을 담아냈다. 이 책은 우리가 생각하는 것보다 훨씬 많은 잡지들이 자신만의 시각으로 세상과 소통하려고 고군분투하고 있음을 생생하게 보여준다. 수많은 잡지가 제각기 창조한 작은 ‘문화’들은 모두 당대의 관심과 이상을 반영한 것으로, 한 사회의 문화를 한 눈에 살펴볼 수 있으며, 주요 잡지 플레이어들이 어떤 전략으로 잡지를 만들고 있는지, 오늘의 잡지 매체 환경을 어떻게 바라보는지도 알아본다. 현직 종사자는 물론 잡지 에디터ㆍ디자이너 ..",https://bookthumb-phinf.pstatic.net/cover/069/902/06990292.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,34,문화 이론 사전,"앤드루 애드거, 피터 세즈윅","영국 카디프 대학교에서 철학을 강의 중인 앤드루 에드거, 피터 세즈윅이 엮은 『문화 이론 사전』. 사전의 형식을 취하고 있지만 개념과 용어라는 프리즘으로 문화 이론의 다양한 영역을 들여다보는 입문서다. 오늘날 문화 이론의 핵심을 이루는 350여 개의 개념을 우리 시대에 감각에 맞도록 수정ㆍ보완하고 있다. 페미니즘부터 포스트모더니즘까지 방대한 주제를 포함하여 식민주의, 사이버문화, 테러리즘, 그리고 시각 연구 등이 새롭게 소개된다. 문학, 사회학, 철학, 그리고 미디어 전공자는 물론, 현대 문화 이론을 공부하는 모든 사람에게 꼭 필요한 자원이 되어줄 것이다.▶ 이 책은 2003년에 출간된 《문화 이론 사전》(한나래)의 개정판입니다.",https://bookthumb-phinf.pstatic.net/cover/069/718/06971876.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,35,길은 걷는 자의 것이다,"홍세화, 김진숙, 정연주, 정재승, 조국, 한홍구","목적지만 분명하다면 길은 복잡하지 않다!동시대의 주요한 화두를 던지며 그에 대한 답을 모색해오는 시사주간지 '한겨레21'의 「인터뷰 특강」 제9권『길은 걷는 자의 것이다』. 2012년 3월 13일부터 3월 28일까지 3주에 걸쳐 ‘선택’이라는 주제로 진행된 여섯 명의 강연자들의 인터뷰를 엮은 책이다. 김진숙 민주노총 부산본부 지도위원, 정연주 전 한국방송 사장, 진보신당 대표 홍세화, 서울대 법학전문대학원 교수 조국, 카이스트 바이오및뇌공학과 교수 정재승, 성공회대 교양학부 교수 한홍구 등 모두 여섯 강연자가 선택에 기로에서 망설이는 이들에게, 늘 선택하며 살아가는 우리에게 들려주는 뜨거운 희망의 메시지를 오롯이 담았다. 자신은 살아오는 과정에서 선택의 길목에 섰을 때 항상 이게 옳은 일인가 아닌가를 생각했..",https://bookthumb-phinf.pstatic.net/cover/069/589/06958922.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,36,내가 쓴 것,이지훈,"어느 영화평론가의 내 맘대로 영화학 개론!영화평론가 이지훈의 유고평론집 『내가 쓴 것』. 유력 영화지에서 기자 생활을 시작하고, 한국의 영화 황금기를 함께한 영화평론가 이지훈은 천재라고 인정할 수밖에 없을 만큼 수준 높은 글을 정력적으로 써왔다. 뇌종양으로 더 이상 그의 글을 만날 수 없게 되자, 고인의 1주기를 맞아 영화평론가, 영화 프로그램 작가, 영화 잡지 기자, 영화 강의 등으로 활발히 활동하고 있는 선후배들이 모여 이지훈이 쓴 원고를 모아 책으로 엮었다. 이 책은 저자가 생전에 월간 《스크린》, 월간 《NEGA》, 주간 《FILM2.0》에 기고하였던 글들로 채워져 있다. 주제별로 구분해 연대기순으로 모은 유고집에는 깊은 울림을 주는 에세이, 새롭고 날카롭지만 엉뚱하기 그지없는 비평, 영화와 문화, ..",https://bookthumb-phinf.pstatic.net/cover/069/582/06958206.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,37,뱀파이어의 매혹,장 마리니,"뱀파이어학의 대가, 50개의 질문과 대답으로 뱀파이어에 관한 모든 것을 말한다21세기, 합리적 이성과 과학적 사고로 움직이는 최첨단의 시대에 가장 허구적인 인물이 판을 치고 있다. 스웨덴 감독 토마스 알프레드슨의 〈렛미인〉(2008), 박찬욱 감독의〈박쥐〉(2009)에서부터 최근 연달아 개봉해 어마어마한 성공 가도를 달렸던〈트와일라잇〉 시리즈까지, 젊은이들 사이에서 세계적으로 인기몰이를 하고 있는 롤플레잉 게임 〈뱀파이어: 가장무도회〉에서부터 만화 뱀파이어 헌터 애니타 블레이크 시리즈, TV 시리즈를 소설화한 『버피』와 『엔젤』까지, 장르와 시대를 오가며 흡혈귀는 판타지 세계의 현대 신화를 일구며 영생永生을 보장받았다 해도 과언이 아니다. 왜 우리는 지금 이 허구의 인물에 완전히 매혹당..",https://bookthumb-phinf.pstatic.net/cover/068/921/06892118.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,38,메인스트림,프레데릭 마르텔,"대중문화의 어제와 오늘, 그리고 내일을 살핀다!모두를 즐겁게 하는 그 문화에 대한 탐문 『메인스트림』. 프랑스의 문화 비평가 프레데릭 마르텔은 이 책에서 미국의 대중문화가 전 세계 곳곳에 파고들 수 있었던 이유를 낱낱이 추적하고, 세계의 다양한 문화가 미국 문화에 어떻게 저항하고 경쟁하고 있는지 살펴본다. 그러면서 세계화와 문화자본주의, 인터넷 혁명 등으로 상징되는 이 시대에 문화의 방향과 나아갈 길을 성찰한다. 이 책은 서울에서 베이징까지, 이스탄불에서 뭄바이까지, 콩고 킨샤사에서 두바이까지, 프라하에서 보스턴까지 다섯 대륙을 종횡무진하며 방대하지만 압축적인 정보와 분석을 제공하여, 전 세계 메인스트림 문화의 현장을 생생하게 들여다 볼 수 있다. ‘메인스트림 문화’는 많은 시청자를 겨냥하는 미디어나 문화 ..",https://bookthumb-phinf.pstatic.net/cover/068/905/06890532.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,39,"이주, 그 먼 길",이세기,"한국 사회 이주민의 노동과 삶, 그리고 귀환의 기록!우리 사회 아시아인의 이주 노동 귀환을 적다『이주, 그 먼 길』. 시인이자 이주 인민 활동가로 오랜 시간 활동했던 저자 이세기가 2005년부터 ‘한국이주인권센터’와 ‘아시아 이주 문화 공간 오늘’에서 이주노동자, 이주민과 함께하면서 들은 그들의 이야기를 이 책에 고스란히 담아냈다. 귀환 이주노동자를 만나는 글로 시작하여, 귀환 이주노동자가 한국 사회에 살다가 자진 출국, 부적응, 강제 추방 등의 사유로 다시 본국으로 돌아간 사연들을 들려준다. 이를 통해 한국 사회가 직면한 오늘의 이주 문제와 이주민들이 보는 한국 사회의 문제를 세세하게 짚어냈다. 더불어 한 명의 이주노동자, 이주민이 어딘가를 떠나와, 한국에서 일하고 생활하다가 정착하거나 되돌아가는 모습을 ..",https://bookthumb-phinf.pstatic.net/cover/068/827/06882788.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,40,"분노하라, 정치검찰",이재화,"왜 정치검찰은 개혁되어야 하는가?불법과 탈법으로 얼룩진 정치검찰의 행태를 고발한다『분노하라, 정치검찰』. 10년 이상 정치검찰과 온몸으로 싸워온 야전 변호사이자 정봉주 의원의 BBK 사건 재판으로 잘 알려진 이재화가 그동안 자신이 맡았던 7가지 사건의 재판 이야기를 생생하게 들려준다. 곽노현 교육감의 공직선거법 위반 사건, 김현미 의원의 뇌물 수수 사건, 한명숙 선거대책본부장의 공직선거법 위반 사건 등 ‘정치검찰’의 행태를 전형적으로 보여주는 대표적인 사례들을 살펴본다. 이를 통해 표적 수사, 정치 보복 수사, 불법적인 증거 수집, 사건 조작 등 수사 및 재판 과정에서 검찰이 저질러온 불법과 탈법 행태를 낱낱이 고발하였다.",https://bookthumb-phinf.pstatic.net/cover/068/228/06822872.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,41,대한민국의 비명,김진,"중앙일보 논설위원이자 정치전문기자 김진의 『대한민국의 비명』. 지난 4년의 주요 사건과 인물을 분석하고 비평해놓은 책으로, 일종의 ‘이명박 정권 4년 역사자료집’이라고 할 수 있다.",https://bookthumb-phinf.pstatic.net/cover/068/334/06833414.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,42,"꿈의 학교, 헬레네 랑에",에냐 리겔,"세계적인 학교 혁신 모델, 헬레네 랑에 학교는 어떻게 만들어졌는가?상상을 현실로 만든 혁신학교 이야기『꿈의 학교, 헬레네 랑에』. 이 책은 풍부한 창의력과 자율성, 원칙을 가지고 지금까지와는 다른 ‘내일의 학교상’을 제시하는 헬레네 랑에 학교 이야기를 고스란히 담아낸 책이다. 10년간 다양한 학교에 재직하였으며, 19년간 헬레네 랑에 학교에서 근무한 전 교장 에냐 리겔이 혁신 학교를 꿈꾸는 교사와 부모, 교육관계자들을 위해 학교 혁신의 경험을 풍부하고 현실감 있게 들려준다. 기존 수업방식을 고수하던 독일의 한 전형적인 김나지움이, 저마다 강점과 약점을 지닌 학생들 개개인이 중심에 서는 혁신학교로 변화해가는 과정을 생생하게 그려냈다. 자유글쓰기나 연극 활동, 학교 문을 나서서 배우는 실천학습 등 헬레네 랑에 ..",https://bookthumb-phinf.pstatic.net/cover/068/202/06820205.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,43,"드라마, 메타드라마, 지각",리차드 혼비,"이 책은 드라마가 현실 및 드라마 자체와, 그리고 문화 전반에 걸쳐 관계하는 방식을 다룬다. 제1부에서는는 드라마 이론으로서의 사실주의에 대한 비판을 다루며 2부에서는 메타드라마에 관해 다룬다. 3부에서는 다양한 시기의 여섯 작품(〈오이디푸스 왕〉ㆍ〈뜻대로 하세요〉ㆍ〈보이체크〉ㆍ〈아버지〉ㆍ〈건축사〉ㆍ〈배신〉)에서 사회가 현실을 보는 방식을 극작가가 어떻게 다루는지 검토하고 있다.",https://bookthumb-phinf.pstatic.net/cover/068/158/06815845.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,44,땅과 정의,김윤상,"고정관념과 이해관계에 오염되지 않은 복지정책을 꿈꾸다!토지·정의·복지에 관한 에세이『땅과 정의』. 이 책은 헨리 조지의 <진보와 빈곤>을 번역하는 등 국내에 헨리 조지 사상을 알리고 실천적인 해법을 모색하는 데 선구적인 역할을 한 저자 김윤상의 칼럼집이다. 토지정책을 전공한 저자의 경험을 바탕으로 서울중심주의, 학벌주의가 만연하고 있는 한국사회의 정치·사회·문화현상을 날카롭게 분석하고, 특히 전공과 관련된 부동산정책과 복지문제 등에 대해 새로운 대안을 제시하였다. 노무현, 이명박, 이해찬 등 정치인들뿐 아니라 진보·개혁 진영의 인사들에 대한 실명 논평을 1부에 수록하고, 2부와 3부에는 노무현 시대와 이명박 시대의 특징을 보여주는 글을 정리하였으며, 복지와 교육, 한미 FTA 등 시사적인 사건들을..",https://bookthumb-phinf.pstatic.net/cover/067/866/06786643.jpg?type=m5
예술/대중문화,TV/대중문화,문화비평,45,달려라 정봉주,정봉주,"아직 끝나지 않은 이야기가 있다?나꼼수 4인방 중 유일한 정치인인 정봉주 전 의원이 더 거대한 꼼수를 거침없이 파헤치다! 이미 나꼼수의 일원으로 유명한 저자 정봉주가 몸소 체험하거나 간접 체험한 실화를 바탕으로, 현 정부의 아킬레스건이라고 할 수 있는 저축은행비리부터 등록금 인하와 직접 관련 있는 사학법 문제, 아직 끝나지 않은 BBK의 진실공방 등을 낱낱이 분석하고, 사적이지만 깊은 저자만의 정치 이야기도 담아낸 책이다. 더불어 ‘나꼼수 신드롬’을 한국의 정치·사회·문화현상과 관계 지어 살펴보고, ‘나꼼수’ 4인방의 역사적 의미를 짚어봄으로써 한낱 해적 라디오 방송에서 막강한 영향력의 미디어로 탈바꿈한 ‘나꼼수’의 미래를 엿보고 있다.저자는 지금까지 권위로 똘똘 뭉쳐 무거워진, 정치·정치인의 행태가 국민들..",https://bookthumb-phinf.pstatic.net/cover/067/693/06769382.jpg?type=m5
