분야,분야 내 카테고리,서브 카테고리,순위,책이름,저자,줄거리,이미지
유아,유아학습,자연/과학,11,사람 백과사전,메리 호프만,"『사람 백과사전』은 《가족 백과사전》, 《감정 백과사전》, 《환경 백과사전》에 이어 메리 호프만과 로스 애스퀴스가 4번째로 호흡을 맞춰 쓰고 그린 그림책입니다. ‘가족, 감정, 환경’을 색다르게 풀이하여 이미 많은 사람들의 호응과 공감을 불러일으켰던 전작과 마찬가지로, 이 책 역시 ‘사람’을 독특한 시각으로 바라보고 해석하여 신선함을 안겨 줍니다. 엉뚱하고 재치 있는 삽화 또한 이 책을 읽는 또 하나의 재미이지요.이 책을 읽으며 서로 닮기도 하고 서로 다르기도 한 ‘사람의 몸’에 대해 알아보고, 이를 통해 사람의 보편성부터 다양성까지 놀라운 몸의 세계를 발견해 보세요. 또 탄생부터 죽음까지 세상 모든 사람들의 몸에 일어나는 크고 작은 변화도 살펴보세요. 그 과정의 어디쯤에 내가 와 있는지 짚어 보다 보면, ..",https://bookthumb-phinf.pstatic.net/cover/122/993/12299300.jpg?type=m5
유아,유아학습,자연/과학,12,똑딱똑딱 지구는 24시간,폴 마르탱,"“시간대의 원리? 어렵지 않아요!”그림책 한 권으로 이해하는 세계 시간대의 모든 것《똑딱똑딱 지구는 24시간》이보다 더 재미있거나 이보다 더 똑똑할 수 없다! 세계 시간대 논픽션 정보 그림책 『똑딱똑딱 지구는 24시간』. 파리가 정오일 때 뉴욕은 몇 시일까요? 멕시코가 밤일 때 시드니는 낮일까요? 지금 이 순간, 지구의 한쪽 끝에서 반대편 끝까지, 무슨 일이 벌어지고 있는지 살펴보세요. 알래스카는 새벽 3시, 마이크가 오로라를 보려고 일어나고, 브라질은 아침 7시, 라나가 아마존 강에서 카누를 타고 학교에 가고 있어요. 1.70M로 펼쳐지는 병풍 그림을 통해 표준 시간대의 원리를 이해할 수 있을 뿐 아니라, 플랩을 들추어 보며 세계 곳곳 24명의 친구들을 만날 수 있어요. 책 속에 미니 북이 들어 있어 각 ..",https://bookthumb-phinf.pstatic.net/cover/121/673/12167398.jpg?type=m5
유아,유아학습,자연/과학,13,와글와글 동물원,Nathalie Choux,"프랑스 유치원 교재를 발행하는나땅 Nathan 출판사가 만든 프리미엄 조작북호기심이 폭발하는 0-3세는 눈으로 보고 손으로 만지며 배우는 시기입니다. 『Baby Learn』은 0세 아이도 직접 손가락으로 책장을 밀고 당기며 사물의 특징을 쉽게 기억할 수 있도록 만든 입체 조작북입니다. 프랑스 대표 유아동 전문 출판사 나땅이 130년의 교육 노하우를 담아 직접 제작했습니다. 국내 KC마크는 물론, 국제산림관리협의회의 친환경 목재 인증 FSC마크와 유럽 안전 검사 CE마크까지 획득하여 믿을 수 있습니다.",https://bookthumb-phinf.pstatic.net/cover/111/415/11141565.jpg?type=m5
유아,유아학습,자연/과학,14,별과 행성,피에르 윈터스,"나는 알아요!『별과 행성』은 우주에 대한 폭넓은 지식ㆍ정보를 알기 쉽게 설명해 주어 아이들이 우주와 별, 행성에 더 가까이 다가갈 수 있도록 도와줍니다. 왜 낮과 밤이 생기고 달의 모양이 날마다 바뀌는지, 태양계에는 얼마나 많은 별과 행성이 있는지, 지구처럼 물이 있는 행성은 없는지 그리고 별과 행성 이외에 하늘에서 볼 수 있는 것은 무엇인지 등 우주에 대해 아이들이 꼭 알아야 하는 정보를 담고 있습니다.",https://bookthumb-phinf.pstatic.net/cover/103/118/10311823.jpg?type=m5
유아,유아학습,자연/과학,15,놀라운 동물의 세계,신영숙,"『놀라운 동물의 세계』는 스마트폰 또는 태블릿 PC로 책을 비추면 동물들이 살아 움직이는 듯 생생하게 3D로 나타나는 마술 같은 책입니다. 동물 울음소리 듣기, 먹이 주기, 특징 관찰하기, 크기 비교, 동영상 등 여러 가지 흥미로운 활동을 즐기며 학습 효과를 높일 수 있어요. 동물과 함께 사진을 찍고 저장할 수 있으며, 멋진 사진을 친구에게 이메일로 보낼 수도 있답니다.",https://bookthumb-phinf.pstatic.net/cover/092/935/09293587.jpg?type=m5
유아,유아학습,자연/과학,16,신비로운 바다 동물,"남현자, 신영숙","『신비로운 바다 동물』은 스마트폰 또는 태블릿 PC로 책을 비추면 신기한 바다 동물들이 살아 움직이는 듯 생생하게 3D로 나타나는 마술 같은 책입니다. 먹이 먹는 모습 관찰하기, 크기 비교, 퍼즐놀이 등 여러 가지 흥미로운 활동을 즐기며 학습 효과를 높일 수 있어요. 신기한 모습의 바다 동물들과 함께 사진을 찍고 저장할 수 있으며, 멋진 사진을 친구에게 이메일로 보낼 수도 있답니다.",https://bookthumb-phinf.pstatic.net/cover/092/935/09293585.jpg?type=m5
유아,유아학습,자연/과학,17,아름답고 신기한 새,김재환,"『아름답고 신기한 새』는 스마트폰 또는 태블릿 PC로 책을 비추면 새들이 살아 움직이는 듯 생생하게 3D로 나타나는 마술 같은 책입니다. 새 울음소리 듣기, 특징 관찰하기, 퍼즐놀이, 동영상 등 여러 가지 흥미로운 활동을 즐기며 학습 효과를 높일 수 있어요. 아름답고 신기한 모습의 새들과 함께 사진을 찍고 저장할 수 있으며, 멋진 사진을 친구에게 이메일로 보낼 수도 있답니다.",https://bookthumb-phinf.pstatic.net/cover/092/935/09293586.jpg?type=m5
유아,유아학습,자연/과학,18,두근두근 우리 몸이 궁금해,이영,"청진기로 몸속의 소리를 들어요![두근두근 우리 몸이 궁금해]는 머리에서 발끝까지 우리 몸에 대한 정보들을 쉬운 말로 차근차근, 지루하지 않게 한눈에 알기 쉽게 설명해 줍니다. 맛있게 먹은 케이크는 어떻게 되었을까요? 뼈가 없다면 어떻게 될까요? 어떻게 무거운 물건을 번쩍 들 수 있을까요? 아이들은 그동안 궁금했던 '몸'에 대해 자세히 알게 됩니다. 장면마다 작은 요정들이 몸속 탐험을 안내해 우리 몸에 대한 궁금증을 풀어보세요!",https://bookthumb-phinf.pstatic.net/cover/089/915/08991500.jpg?type=m5
유아,유아학습,자연/과학,19,살아 있는 공룡 화보 130,홍우식,『살아 있는 공룡 화보 130』은 130마리의 공룡을 최첨단 컴퓨터 그래픽으로 생생하게 그려냈어요. 공룡뿐 아니라 하늘을 나는 익룡과 물속을 헤엄치는 해양 파충류까지 종류도 다양하지요. 생생한 공룡의 모습뿐 아니라 공룡에 대한 궁금증까지 친절하게 설명한 [살아 있는 공룡 화보 130]와 함께 공룡 세계를 여행해 보아요!,https://bookthumb-phinf.pstatic.net/cover/089/438/08943816.jpg?type=m5
유아,유아학습,자연/과학,20,극지방 동물 백과,박수현,"[극지방 동물 모형과 함께 배우는 극지방 동물 백과]는 극지방에 사는 동물 36종에 대한 자세한 정보와 생생한 사진이 함께 담은 책입니다. 극지방 동물 모형 12개를 가지고 놀면서 동물에 대한 호기심을 키우고, 사진으로만 보던 동물들의 형태를 좀더 입체적으로 느낄 수 있을 것입니다.",https://bookthumb-phinf.pstatic.net/cover/087/361/08736198.jpg?type=m5
유아,유아학습,자연/과학,21,NEW 앗 공룡이나타났어요(전12권),편집부,책으로 만나는 새로운 세상,https://bookthumb-phinf.pstatic.net/cover/099/561/09956110.jpg?type=m5
유아,유아학습,자연/과학,22,보고 또 보는 곤충 백과,글공작소,"『보고 또 보는 곤충 백과』는 사슴벌레와 장수하늘소 그리고 나비와 개미까지, 집 안에서 볼 수 있는 곤충과 천연기념물로 지정된 곤충, 우리나라의 대표 곤충과 외국의 특이한 곤충까지 우리 아이들이 좋아하는 대표 곤충을 엄선하였습니다. 또한 실물보다 더욱 큰 곤충 사진을 실어 아이들이 곤충의 세계를 더욱 자세히 관찰할 수 있도록 구성하였습니다",https://bookthumb-phinf.pstatic.net/cover/081/354/08135443.jpg?type=m5
유아,유아학습,자연/과학,23,우리 몸에서 무슨 일이 일어나고 있을까?,데이비드 스튜어트,"머리부터 발끝까지 우리 몸을 들여다 보자!어메이징 사이언스 『우리 몸에서 무슨 일이 일어나고 있을까?』. 어메이징 시리즈는 유아가 궁금해 하는 과학 이야기를 깊이 있는 내용과 흥미로운 일러스트로 재미있게 풀어주는 그림책입니다.우리는 어떻게 맛을 보고, 들을 수가 있을까요? 우리 몸으로 들어간 음식은 어떻게 될까요? 만약 뼈가 없다면 우리는 어떻게 될까요? 머리부터 발끝까지 우리 몸 속에서 일어나고 있는 일들을 알아보아요! [양장본](※ 첫 페이지를 불빛에 비추면 몸 속 뼈와 숨겨진 근육을 볼 수 있습니다.)▶ 어메이징 사이언스 시리즈는 6세부터 9세까지 아이들의 눈높이에 맞추면서 과학 주제를 흥미로우면서도 깊이 있게 다룬 그림책 형식의 과학책입니다. ☞ 이런 점이 좋습니다!책과 관련된 주제를 초등학교 교과서..",https://bookthumb-phinf.pstatic.net/cover/033/501/03350169.jpg?type=m5
유아,유아학습,자연/과학,24,우리 나름대로 얘기하는 방식이 있어요,채인선,"동물에게 배워요 시리즈 9권. 동물들이 다양한 의사소통을 통해 서로 마음을 나누는 모습을 담고 있다. 나무속이나 땅속을 뚫고 지나가는 초음파로 이야기하는 박쥐, 요란하게 떠들며 이야기하는 오리와 거위, 여럿이 함께 울부짖는 늑대, 깜박이는 불빛으로 신호를 보내는 반딧불이처럼 서로 이야기를 나누고 마음을 나누는 것이 관계를 맺고 함께 살아가는 데 얼마나 중요한지 알게 한다.또한, 책에는 ‘독후 활동지’와 ‘동물카드’가 실려 있다. 아이들은 책을 읽고 나만의 가치사전을 만들며 즐거운 가치 놀이를 할 수 있다. 또 선명하고 생생한 사진의 동물카드를 가지고 수수께끼 놀이 등 다양한 독후 활동을 할 수 있다. 이 책을 어떻게 읽고 어떻게 활용할 수 있는지, 시리즈 전체의 주제와 가치에 대한 친절한 가이드도 실려 있다..",https://bookthumb-phinf.pstatic.net/cover/076/600/07660046.jpg?type=m5
유아,유아학습,자연/과학,25,누구에게나 집은 필요해요,채인선,"동물에게 배워요 시리즈 7권. 자신에게 알맞은 보금자리를 찾고, 그 안에서 행복하게 살아가는 동물들의 모습을 담고 있다. 세상에서 가장 편안한 집을 가진 나무늘보, 안전하고 튼튼한 집을 가진 독수리, 훌륭한 동물 건축가 비버, 300미터나 되는 어마어마한 규모의 집을 가진 오소리까지 신기하고 재미있는 다양한 동물들의 보금자리를 만날 수 있다. 책을 통해 ‘행복’의 가치와 ‘가족’의 따뜻한 사랑에 대해 이야기한다.또한, 책에는 ‘독후 활동지’와 ‘동물카드’가 실려 있다. 아이들은 책을 읽고 나만의 가치사전을 만들며 즐거운 가치 놀이를 할 수 있다. 또 선명하고 생생한 사진의 동물카드를 가지고 수수께끼 놀이 등 다양한 독후 활동을 할 수 있다. 이 책을 어떻게 읽고 어떻게 활용할 수 있는지, 시리즈 전체의 주제..",https://bookthumb-phinf.pstatic.net/cover/073/758/07375872.jpg?type=m5
유아,유아학습,자연/과학,26,글자 먹는 악어,닉 브롬리,"백조가 된 ‘미운 아기 오리’ 이야기를 들려주려고 했는데 책에 이상한 게 나타났어요. 책장을 조심조심, 살그머니 넘겨 보니……, 무지무지 크고 무서운 악어예요! 악어는 배가 고픈지 책 속 글자들을 와작와작 먹기 시작했어요. 악어가 더는 글자를 먹지 못하도록 여러분이 미운 아기 오리와 함께 도와주세요. 크레파스로 악어 몸에 그림을 그리고, 책을 요리조리 흔들고 툴툴 털면 될까요? 어떻게 해야 악어가 책 밖으로 빠져나갈 수 있을까요?",https://bookthumb-phinf.pstatic.net/cover/072/486/07248641.jpg?type=m5
유아,유아학습,자연/과학,27,자동차 여행,피에르 윈터스,"『자동차 여행』은 자동차를 좋아하는 아이들은 물론, 자동차 여행을 떠나기 전에 온 가족이 함께 보며 이야기해 볼 수 있는 지식 그림책이다. 자동차가 없던 시절에는 멀리 떨어진 곳을 빠르게 가기 위해 어떤 교통수단을 이용했고, 최초의 자동차는 무엇으로 만들었는지 등 자동차의 역사와 옛날과 오늘날 자동차의 차이점까지 쉽고 재미있게 설명해 놓았다.",https://bookthumb-phinf.pstatic.net/cover/072/298/07229803.jpg?type=m5
유아,유아학습,자연/과학,28,알록달록 무당벌레야,이태수,"하늘로 번져 나갈 알록달록 날갯짓을 꿈꾸는 무당벌레!우리나라 물, 들, 숲에 사는 동식물들의 한살이를 담은 생태그림책 꾸러미 「물들숲 그림책」시리즈 세 번째 책 『알록달록 무당벌레야』. 무당벌레의 성장 과정과 생태를 따듯하고 생생하게 담아낸 자연그림책입니다. 겨울에서 봄, 여름을 지나 늦가을까지, 무당벌레를 따라가며 무당벌레와 주변의 생명들을 세밀하고 풍성하게 그려냈습니다.무당벌레가 진딧물을 먹고 먹어 노란 알을 낳고, 알에서 애벌레가 나고, 애벌레가 허물을 벗고, 번데기가 되고, 힘찬 날갯짓으로 아름다운 비상을 하기까지의 과정을 글과 그림으로 오롯이 담아냈습니다. 특히 무당벌레가 날아오른 순간을 잘 포착하여 섬세한 붓질로 담아낸 날개돋이 장면은 생명 탄생의 아름다움을 극대화시켜 보여줍니다.",https://bookthumb-phinf.pstatic.net/cover/071/774/07177406.jpg?type=m5
유아,유아학습,자연/과학,29,보인다! 우리 몸,클레어 스몰맨,"요리조리 들춰보는 인체 플랩 그림책『보인다 우리 몸』. 어린이들에게 친근한 어휘와 그림을 통해 피부의 역할, 호흡과 폐의 작용 원리, 뼈의 구성과 기능, 섭취와 소화, 피의 역할과 순환, 근육의 역할 등 인체에 대한 모든 것을 설명해주는 책이다. 다치면 왜 피가 나는지, 빨리 달리면 왜 숨을 헐떡거리게 되는지, 우리가 먹은 음식물이 어떻게 배설되는지 궁금해하는 어린이들은 이 책을 통해 우리 몸에 대한 수많은 의문점을 해결할 수 있다. 플랩을 열면서 아이가 몸으로 체험한 정보는 오랫동안 기억되어, 초등학교 과학 시간에 배우게 될 인체 관련 단원의 기초 지식으로 자리 잡을 것이다.",https://bookthumb-phinf.pstatic.net/cover/068/870/06887042.jpg?type=m5
유아,유아학습,자연/과학,30,우리 교실에 벼가 자라요,박희란,"아이들에게 자연이 주는 풍요로움과 인간과 자연의 공존, 자연의 신비로움 등을 몸으로 느끼게 해 주는 책『우리 교실에 벼가 자라요』. 이 책은 주인공 도연이와 도연이네 반 아이들이 사계절 동안 벼농사를 직접 짓는 모습을 그리고 있다. 농사를 지을 땅은 우유 상자와 스티로폼 상자가 대신한다. 낫과 콤바인 같은 농기구, 농기계도 필요 없다. 가위 정도만 있으면 모두 아이들이 해결할 수 있다. 이 책을 통해 교실에서 반 친구들과 함께, 혹은 집에서 가족과 함께 우리 아이가 직접 벼농사를 지어 볼 수 있는 기회를 만난다.",https://bookthumb-phinf.pstatic.net/cover/068/681/06868139.jpg?type=m5
